	RSSUBMTHAIRY1	RSCONMTHAIRY3	RSSUBMTHAIRY3	RSCONMTHAIRY4	RSSUBMTHAIRY4	INRNACONMTHAIRY1	INRNACONMTHAIRY2	INRNACONMTHAIRY3	INRNACONMTHAIRY4	INRNASUBMTHAIRY1	INRNASUBMTHAIRY2	INRNASUBMTHAIRY3	INRNASUBMTHAIRY4	TOTCONMTHAIRY1	TOTCONMTHAIRY2	TOTCONMTHAIRY3	TOTCONMTHAIRY4	TOTSUBMTHAIRY1	TOTSUBMTHAIRY2	TOTSUBMTHAIRY3	TOTSUBMTHAIRY4	TRACONMTHAIRY1	TRACONMTHAIRY3	TRACONMTHAIRY4	TRASUBMTHAIRY1	TRASUBMTHAIRY3	TRASUBMTHAIRY4
Medtr5g053540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g053550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g053570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g053590	3	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g053610	3	41	62	85	17	30	30	26	28	49	43	43	34	92	266	334	124	41	510	599	171	0	0	250	0	0	218
Medtr5g053650	0	5	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g053690	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g053700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g053815	0	0	1	1	0	2	0	2	1	5	1	4	1	0	2	0	0	1	1	0	0	0	3	2	0	0	1
Medtr5g053850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g053880	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g053890	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g053900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Medtr5g053920	1376	170	2365	551	1169	62	28	16	13	224	127	162	72	635	612	1435	2006	4090	6005	5851	8630	623	388	1027	2657	459	8831
Medtr5g053930	3	28	32	66	2	20	31	23	16	35	16	47	12	50	776	188	325	79	277	107	417	2	0	82	250	0	204
Medtr5g053935	0	0	0	0	0	0	0	3	1	0	0	2	0	0	0	0	18	0	0	94	0	0	0	13	0	0	5
Medtr5g053940	6	17	28	26	4	16	4	3	19	7	2	14	3	244	281	60	227	0	23	1	119	428	123	127	0	0	32
Medtr5g053950	3	87	53	147	12	2	6	9	2	4	2	4	9	327	623	463	400	149	491	97	207	1	2	419	395	0	159
Medtr5g054010	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g054100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g054110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g054115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g054260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g054300	1	1	9	2	1	2	0	0	0	2	0	7	0	0	0	0	27	0	145	0	0	0	0	0	0	0	3
Medtr5g054310	26	9	84	40	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g054360	7	15	51	54	1	67	39	46	46	82	38	81	19	313	141	581	456	144	525	119	398	466	0	32	227	16	210
Medtr5g054370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g054420	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g054527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g054550	1	0	1	2	0	4	2	0	2	3	0	10	0	2	0	0	2	14	2	0	66	0	0	0	0	0	0
Medtr5g054560	0	0	1	0	0	7	7	6	0	3	3	10	0	262	315	246	416	149	257	97	267	45	169	56	129	5	4
Medtr5g054570	0	0	1	0	0	1	0	1	0	0	0	2	0	10	5	0	11	0	0	0	0	0	0	0	0	0	2
Medtr5g054610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g054640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g054680	38	168	241	392	63	75	52	43	57	110	57	145	50	322	754	88	904	525	439	875	775	168	179	364	141	54	532
Medtr5g054690	11	75	77	148	24	30	14	37	22	37	20	57	21	97	121	371	721	510	276	269	631	281	1	308	115	30	238
Medtr5g054710	0	0	0	0	1	0	0	0	1	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g054730	1	8	10	10	2	0	0	0	0	1	1	2	0	0	8	145	32	1	0	1	17	0	0	47	0	0	72
Medtr5g054740	15	3	3	11	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Medtr5g054770	0	10	38	17	0	5	1	1	4	9	1	5	1	189	4	353	460	202	130	384	313	293	2	182	0	23	143
Medtr5g054780	6	26	16	55	3	14	26	8	20	10	7	13	4	106	503	145	345	35	350	63	214	1	0	272	0	0	271
Medtr5g054790	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g054800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g054870	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Medtr5g054900	2	1	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g054910	5	7	34	46	3	3	9	6	0	2	3	4	2	20	0	12	181	0	258	264	68	0	345	112	211	0	102
Medtr5g054920	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g054930	0	0	0	1	0	8	2	6	12	6	6	10	3	0	0	0	50	0	0	2	0	0	0	0	0	0	0
Medtr5g054940	0	0	0	1	0	4	9	7	3	5	6	7	1	0	50	0	19	0	0	0	22	0	0	0	0	0	0
Medtr5g054950	20	168	269	400	47	19	22	14	54	55	18	27	23	281	417	462	672	503	431	1443	737	366	0	224	232	196	378
Medtr5g054960	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g054970	0	0	1	1	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g054980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g054985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g054990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g055000	51	111	301	222	93	17	27	8	9	32	14	32	26	94	28	2	408	84	911	557	688	3	0	71	327	28	652
Medtr5g055020	2	8	5	30	2	0	0	1	0	2	1	0	0	243	0	0	130	148	107	0	67	0	0	400	0	0	180
Medtr5g055035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	47	0	0	0	0	0	0
Medtr5g055060	0	0	0	0	0	2	0	1	0	3	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Medtr5g055070	0	13	33	22	3	14	0	8	2	14	4	17	5	74	0	0	70	153	0	0	318	0	0	164	219	0	34
Medtr5g055080	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Medtr5g055100	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g055120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
Medtr5g055130	2	12	6	4	1	11	5	8	3	11	8	15	4	124	269	0	157	135	35	1	95	0	0	2	0	0	125
Medtr5g055150	0	2	8	5	0	4	17	9	2	3	7	20	3	110	14	171	87	169	68	170	139	0	0	31	255	0	167
Medtr5g055160	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
Medtr5g055165	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g055170	3	23	59	62	3	26	14	21	11	31	16	87	13	385	291	146	381	108	138	255	430	150	691	178	607	10	558
Medtr5g055180	2	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g055190	0	0	2	3	0	0	0	0	0	2	0	0	0	27	0	0	0	0	0	53	2	0	0	0	0	0	0
Medtr5g055200	1	1	2	1	2	7	0	0	0	1	0	1	0	0	0	0	35	0	49	1	0	0	0	0	0	0	0
Medtr5g055210	86	143	242	234	56	264	168	301	227	485	342	832	206	4372	3763	2849	6411	5358	4157	6279	7327	1679	1521	1997	3164	232	2574
Medtr5g055260	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g055280	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g055290	0	0	0	0	0	6	5	11	12	7	16	6	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g055310	0	12	11	28	5	1	1	6	10	4	3	8	7	74	128	60	60	45	9	224	0	0	0	63	143	22	35
Medtr5g055350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g055355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g055360	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g055370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g055390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g055410	1	7	19	10	4	19	5	13	13	22	8	27	0	122	542	245	170	313	160	422	56	123	0	51	0	0	82
Medtr5g055420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g055450	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g055460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	10	1	1	0	1	0	0	0
Medtr5g055470	2	12	17	19	1	6	6	14	0	9	6	5	4	195	243	0	46	29	0	0	6	0	0	138	135	0	40
Medtr5g055480	11	13	49	21	12	11	6	11	8	33	14	23	13	122	399	892	71	216	494	156	379	166	0	28	108	5	198
Medtr5g055520	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g055550	0	7	1	3	0	0	0	0	0	0	0	0	0	39	80	33	34	20	0	10	0	0	0	2	0	0	0
Medtr5g055560	1	0	1	1	1	6	3	8	12	22	5	26	3	0	0	172	25	0	0	0	0	0	0	0	0	0	0
Medtr5g055650	2	35	71	71	10	7	3	10	6	13	6	18	6	205	294	141	1071	181	147	192	582	441	0	257	0	57	458
Medtr5g055655	0	0	0	0	0	7	1	4	9	19	9	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g055660	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g055667	6	13	14	21	3	0	0	2	0	0	0	1	0	6	127	11	17	22	62	61	40	0	0	9	0	0	44
Medtr5g055670	1	1	1	0	0	0	0	0	0	0	1	3	0	0	0	0	21	0	0	0	0	0	0	0	3	0	11
Medtr5g055680	4	8	22	37	2	3	0	8	0	0	3	8	6	24	9	0	208	18	305	0	178	198	0	49	4	0	116
Medtr5g055690	16	70	72	138	9	7	0	3	7	6	1	15	1	351	797	856	1131	334	452	755	265	577	101	834	172	51	400
Medtr5g055710	0	0	0	0	0	0	0	1	2	1	0	2	1	0	0	0	0	0	0	30	0	0	0	0	0	0	0
Medtr5g055720	0	0	3	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g055770	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Medtr5g055800	0	1	0	4	0	2	0	0	0	0	0	0	0	1	0	0	5	0	2	0	0	0	0	0	0	0	0
Medtr5g055820	12	153	117	261	23	21	3	5	2	8	2	12	1	236	685	348	834	134	457	415	237	105	314	689	334	0	368
Medtr5g055825	0	0	0	0	1	2	2	4	3	7	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g055880	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Medtr5g055890	1	0	1	2	0	2	0	0	0	1	0	4	0	0	0	0	31	0	28	153	0	0	0	0	0	0	0
Medtr5g055900	2	5	9	18	4	11	2	3	0	9	2	7	0	29	317	0	58	48	41	0	89	0	0	16	0	0	109
Medtr5g055912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g055918	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g055920	25	1	12	11	28	15	6	11	4	23	6	11	9	0	1	0	1	3	3	1	0	0	1	0	0	0	0
Medtr5g055930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g055940	2	51	55	81	16	19	10	16	17	17	13	20	7	526	205	337	735	485	378	248	342	60	204	769	499	3	135
Medtr5g056020	9	45	56	37	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g056030	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g056040	2	1	0	5	0	6	2	3	0	2	4	12	0	13	0	174	140	188	0	111	215	0	0	0	191	2	0
Medtr5g056060	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0
Medtr5g056080	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g056110	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g056120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g056140	10	38	98	70	17	5	2	3	3	4	8	7	10	140	507	315	433	491	302	176	860	0	0	0	2	0	180
Medtr5g056160	7	3	1	0	0	4	0	0	0	1	1	1	0	0	0	0	87	0	0	357	86	0	0	42	0	0	53
Medtr5g056185	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g056200	4	9	13	12	1	5	9	3	12	8	3	25	9	17	9	160	219	28	46	118	35	115	0	64	0	0	86
Medtr5g056220	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g056230	0	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g056290	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Medtr5g056300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g056360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g056390	5	8	5	17	0	9	11	3	12	6	6	21	0	316	373	211	151	36	250	379	90	0	1	273	0	0	59
Medtr5g056395	32	62	130	139	26	5	1	3	7	13	4	1	12	1551	2515	2487	1917	2224	2777	6237	2990	783	425	374	1128	90	667
Medtr5g056410	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g056420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g056450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g056480	135	211	637	483	113	21	8	10	13	29	37	19	32	1530	1437	2693	1404	3191	2126	4694	1543	742	593	672	1276	81	2010
Medtr5g056500	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g056510	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g056540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	3
Medtr5g056550	1	28	23	53	1	17	4	9	1	10	7	15	6	98	5	758	242	16	15	33	5	0	0	12	134	0	38
Medtr5g056560	3	0	1	0	0	0	2	0	1	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g056600	5	32	38	74	5	5	4	4	7	5	4	5	2	230	404	226	577	1	304	84	299	310	0	446	483	10	130
Medtr5g056620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g056640	7	24	32	39	7	9	6	5	1	11	5	9	10	154	12	0	57	101	12	100	42	75	0	3	48	0	104
Medtr5g056650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0
Medtr5g056670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g056700	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
Medtr5g056710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g056720	0	2	0	2	1	4	1	3	0	2	1	0	0	0	0	190	125	0	0	0	0	0	0	0	0	0	0
Medtr5g056735	0	1	0	4	0	0	0	0	0	0	0	0	0	3	55	244	93	30	47	54	62	0	0	0	0	0	0
Medtr5g056760	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g056815	0	4	16	12	0	4	6	3	10	11	3	2	7	112	304	378	351	194	57	414	348	83	0	43	129	0	58
Medtr5g056860	0	1	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g056890	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g056935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Medtr5g056945	0	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g056990	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g057020	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g057040	0	2	1	5	3	22	16	37	22	43	19	54	16	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Medtr5g057070	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g057080	0	0	5	4	1	1	11	1	0	10	4	3	2	84	2	41	101	0	88	61	53	0	0	0	0	0	2
Medtr5g057095	36	128	183	347	48	0	0	3	0	1	7	3	3	141	114	177	252	185	166	347	281	179	76	160	234	11	305
Medtr5g057125	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g057185	0	0	0	0	0	2	1	2	0	3	3	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Medtr5g057200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g057335	1	22	13	28	0	3	3	2	2	6	6	6	5	308	657	369	547	94	222	324	140	202	61	389	380	37	242
Medtr5g057340	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Medtr5g057345	5	0	8	0	4	1	0	0	2	7	4	6	8	0	0	0	2	16	0	0	48	0	0	5	0	0	42
Medtr5g057460	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g057633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g057640	0	2	0	0	1	1	4	1	0	8	1	5	3	0	0	0	30	6	0	0	0	0	0	5	0	0	6
Medtr5g057643	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g057647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g057660	7	0	3	4	2	1	0	2	3	2	5	20	15	0	0	0	0	29	0	0	60	0	0	3	0	0	78
Medtr5g057670	0	20	11	19	1	1	1	0	2	4	1	5	1	281	576	321	448	95	256	296	116	247	60	374	354	32	153
Medtr5g057690	0	0	1	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g057710	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g057715	3	1	3	2	1	5	6	6	1	5	6	8	6	4	0	0	2	0	0	0	3	0	0	4	0	0	0
Medtr5g057780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g057790	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g057810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g057885	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g057910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g057940	2	0	5	5	4	6	0	5	4	7	2	19	5	72	109	8	115	38	41	1	105	0	0	54	0	0	41
Medtr5g057990	87	569	414	1449	92	64	130	76	106	48	59	33	69	1486	3557	2519	2866	776	849	1093	1139	1528	1596	1141	19	1	625
Medtr5g058000	2	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g058020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g058060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
Medtr5g058090	0	0	1	1	0	0	0	0	0	0	1	3	0	0	0	0	11	0	0	0	0	0	0	3	0	0	0
Medtr5g058100	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g058120	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g058140	31	93	124	228	24	11	11	12	15	11	8	16	15	509	1390	1430	1336	397	576	1371	1035	964	299	187	342	8	314
Medtr5g058150	2	20	39	42	3	4	19	8	11	14	11	13	7	150	635	155	361	151	61	878	472	0	0	1	353	0	17
Medtr5g058210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g058215	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Medtr5g058225	0	0	1	0	0	37	26	30	18	44	21	41	23	192	346	1006	193	278	187	373	139	87	41	19	229	0	24
Medtr5g058260	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g058270	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g058300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g058320	0	0	3	5	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	2	0	0	0	0	0
Medtr5g058330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g058350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g058360	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g058370	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	64	0	0	0	0	5	0	0	0	0	0	0
Medtr5g058430	11	62	111	114	17	23	26	21	51	23	17	27	16	382	1231	797	422	695	222	578	704	408	208	449	178	109	384
Medtr5g058470	0	0	2	0	0	0	0	2	0	2	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
Medtr5g058500	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g058510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g058520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g058530	0	4	2	7	0	3	1	0	2	0	0	2	1	21	0	0	57	32	0	113	43	0	0	32	0	0	10
Medtr5g058535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g058575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0
Medtr5g058595	0	0	0	0	0	0	0	0	0	0	2	0	0	23	0	0	12	68	7	0	58	317	0	0	0	0	34
Medtr5g058600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g058620	6	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g058660	0	1	16	7	0	1	2	1	1	4	3	4	1	97	145	77	340	60	125	173	142	44	58	53	0	3	86
Medtr5g058690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g058700	0	3	7	4	1	0	0	0	1	1	0	1	0	125	146	311	258	45	51	267	233	142	0	47	1	0	44
