	RSSUBMTHAIRY1	RSCONMTHAIRY3	RSSUBMTHAIRY3	RSCONMTHAIRY4	RSSUBMTHAIRY4	INRNACONMTHAIRY1	INRNACONMTHAIRY2	INRNACONMTHAIRY3	INRNACONMTHAIRY4	INRNASUBMTHAIRY1	INRNASUBMTHAIRY2	INRNASUBMTHAIRY3	INRNASUBMTHAIRY4	TOTCONMTHAIRY1	TOTCONMTHAIRY2	TOTCONMTHAIRY3	TOTCONMTHAIRY4	TOTSUBMTHAIRY1	TOTSUBMTHAIRY2	TOTSUBMTHAIRY3	TOTSUBMTHAIRY4	TRACONMTHAIRY1	TRACONMTHAIRY3	TRACONMTHAIRY4	TRASUBMTHAIRY1	TRASUBMTHAIRY3	TRASUBMTHAIRY4
Medtr5g058740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g058770	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g058780	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g058810	3	14	17	29	5	12	22	28	14	27	18	44	10	110	244	91	385	77	248	401	529	403	104	46	95	7	120
Medtr5g058860	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g058870	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
Medtr5g058890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g058920	4	0	20	24	1	41	25	27	31	42	26	73	25	135	675	4	272	374	86	570	326	197	0	11	0	4	147
Medtr5g059000	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0
Medtr5g059020	0	0	0	0	0	3	2	4	3	3	2	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g059030	1	1	11	11	0	1	1	1	0	5	1	5	0	105	119	81	334	69	116	168	119	46	53	48	0	4	86
Medtr5g059050	0	7	22	9	0	1	0	3	0	0	1	1	0	173	299	348	439	144	211	315	364	196	0	43	0	0	147
Medtr5g059070	5	3	1	1	3	0	2	1	6	5	1	4	0	21	186	38	28	88	77	4	3	1	1	0	0	0	17
Medtr5g059080	5	21	23	38	4	22	13	21	25	32	18	50	17	120	242	67	345	136	220	545	460	348	100	40	87	9	112
Medtr5g059100	125	144	302	341	83	17	19	21	19	42	12	21	1	416	761	917	940	791	613	886	602	30	724	279	15	35	508
Medtr5g059130	0	1	0	2	0	0	0	0	0	0	0	0	0	21	0	127	14	0	0	0	2	1	0	0	0	0	0
Medtr5g059140	11	35	82	110	6	8	5	5	8	17	15	24	13	96	219	25	473	348	379	781	572	267	203	11	51	4	277
Medtr5g059160	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g059190	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g059200	9	16	31	21	6	0	0	1	4	0	0	0	0	13	0	438	29	0	284	0	120	7	0	8	0	36	38
Medtr5g059210	8	29	87	74	2	1	6	4	3	4	8	3	11	1134	1623	1194	1779	750	785	305	1837	344	2	350	6	5	389
Medtr5g059230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g059260	10	16	18	63	11	28	38	19	16	19	13	21	2	223	76	329	307	3	26	293	211	4	0	318	159	0	195
Medtr5g059280	0	25	15	33	0	14	21	22	25	25	18	36	9	130	25	398	311	30	40	768	382	0	0	0	0	28	70
Medtr5g059325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g059340	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Medtr5g059380	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g059390	55	351	558	642	79	19	14	20	19	28	15	40	33	507	240	242	1131	199	446	1626	1031	1042	5	916	452	59	1086
Medtr5g059400	1	0	0	1	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g059410	74	524	578	917	64	15	16	24	17	16	12	13	10	1025	363	815	1588	417	486	1243	624	1598	394	1255	387	52	683
Medtr5g059420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g059430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g059440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g059445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g059475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g059485	0	0	0	0	0	12	5	6	10	25	17	22	11	0	1	0	1	4	3	0	7	0	0	2	1	0	2
Medtr5g059515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Medtr5g059563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g059573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g059590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g059620	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g059640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g059670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g059740	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g059775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g059810	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Medtr5g059820	409	2191	2996	5022	491	1258	1314	1155	956	1865	1140	1692	1018	24166	25451	32951	35946	31287	22944	48900	41194	34166	20774	31220	22160	1850	26927
Medtr5g059850	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g059865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g059880	1	8	22	32	2	10	4	21	13	6	5	18	6	248	78	114	588	217	169	92	191	533	0	201	241	0	442
Medtr5g059890	0	0	0	0	0	0	0	1	0	2	1	3	4	6	0	0	48	0	4	0	84	0	0	0	0	0	0
Medtr5g059900	1	3	20	10	2	4	5	3	4	9	4	8	2	13	33	0	58	0	6	307	51	0	0	0	0	0	60
Medtr5g059910	0	1	6	7	0	7	9	10	3	4	2	11	0	11	24	29	55	12	25	23	17	168	0	0	0	0	6
Medtr5g059920	5	3	46	38	3	30	24	35	21	40	22	34	15	25	87	0	182	126	176	244	328	0	0	14	1	0	152
Medtr5g059930	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g059940	8	30	16	55	4	71	46	52	50	105	51	114	14	446	844	501	597	438	721	940	460	226	191	150	608	14	636
Medtr5g060015	1	1	9	7	0	1	0	0	2	2	1	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Medtr5g060320	0	1	0	0	0	1	3	0	0	2	0	0	0	0	0	0	8	0	0	0	20	0	0	0	0	0	0
Medtr5g060330	0	1	3	1	5	2	1	0	0	4	1	1	3	7	0	0	52	45	5	65	30	0	0	0	0	0	21
Medtr5g060340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g060350	11	45	72	69	8	188	145	243	143	295	135	341	83	1020	2646	1225	1108	1348	1303	1828	1277	1567	217	523	2409	69	1062
Medtr5g060360	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g060420	29	46	56	89	34	49	40	44	44	73	38	85	13	672	697	1027	1366	598	1086	2050	757	253	542	795	126	11	431
Medtr5g060430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g060440	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	148	0	0	2	0	0	0	0	0	0	0	0
Medtr5g060450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
Medtr5g060460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g060470	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g060500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g060510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g060530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g060540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g060570	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g060610	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g060630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g060700	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g060720	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Medtr5g060750	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g060770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0
Medtr5g060780	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g060840	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g060880	0	3	1	3	1	3	1	0	0	2	0	1	0	31	19	93	26	0	16	0	14	0	0	0	0	0	0
Medtr5g060920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g060950	3	9	0	22	0	5	1	5	4	3	3	11	0	26	0	103	144	0	247	318	31	0	0	73	2	0	6
Medtr5g060960	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g060990	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061040	24	28	66	89	39	28	31	22	33	40	26	81	14	66	237	404	312	147	160	3	582	103	0	157	5	0	229
Medtr5g061060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061220	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061270	5	14	42	55	3	1	0	0	1	0	0	1	0	104	171	111	209	102	104	63	197	275	131	164	0	1	185
Medtr5g061275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061280	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061300	0	0	5	2	0	2	0	8	4	2	3	4	1	14	8	0	59	71	54	50	44	0	0	2	0	0	9
Medtr5g061310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061340	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061410	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061460	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	17	0	0	106	3	0	0	0	0	0	0
Medtr5g061475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061500	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061510	2	6	16	19	4	0	0	1	1	3	0	2	0	0	64	0	26	25	11	0	0	0	0	0	0	0	0
Medtr5g061520	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061550	0	1	0	7	0	0	1	0	0	0	0	0	0	46	0	408	190	88	325	8	58	151	0	0	0	0	11
Medtr5g061560	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061610	0	0	3	3	0	0	0	0	0	0	0	0	0	7	56	0	1	10	0	0	45	0	0	0	0	0	0
Medtr5g061620	0	0	1	0	0	2	1	3	0	4	1	2	0	8	0	78	26	0	0	0	5	0	0	0	0	0	0
Medtr5g061640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061660	0	0	0	0	0	0	0	0	0	6	0	4	2	25	114	19	78	97	56	181	66	0	18	3	0	0	9
Medtr5g061680	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061690	0	29	11	26	0	6	8	6	9	3	0	3	0	38	26	0	162	0	0	0	15	0	181	0	0	0	45
Medtr5g061700	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	1	1	0	77	0	0	0	0	0	0	0	0
Medtr5g061720	0	0	1	0	0	9	2	5	2	4	4	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Medtr5g061730	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061740	4	0	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061810	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061840	0	10	5	16	0	4	4	1	0	5	2	5	1	238	518	551	703	531	541	915	945	30	793	134	302	0	211
Medtr5g061845	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061860	2	21	8	62	4	6	7	1	4	0	0	2	0	23	375	0	97	0	0	19	77	0	27	3	0	0	18
Medtr5g061880	6	65	19	294	13	12	10	1	1	6	2	5	0	164	321	464	195	54	8	143	53	422	0	81	1	0	74
Medtr5g061890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061910	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	22	0	0	0	10	0	0	0	0	0	0
Medtr5g061930	4	2	1	7	0	28	24	21	28	27	15	50	5	65	304	103	86	74	245	2	81	0	0	10	37	0	0
Medtr5g061940	0	0	0	0	0	13	10	19	16	23	2	30	1	0	0	6	17	0	0	0	23	0	0	0	0	0	0
Medtr5g061960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g061980	1	2	14	4	1	0	0	0	0	0	0	0	0	0	0	0	4	30	35	0	0	0	2	28	85	0	72
Medtr5g062030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g062040	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g062070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g062080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g062105	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0
Medtr5g062110	0	1	0	0	0	0	0	0	0	1	0	1	0	12	0	0	1	8	8	0	28	0	0	0	0	0	0
Medtr5g062120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g062190	13	10	123	44	48	2	6	3	0	23	26	35	17	17	1	0	60	324	403	431	420	0	279	213	501	16	414
Medtr5g062230	2	1	4	7	0	0	0	0	0	0	0	0	0	0	0	48	36	0	0	0	0	0	0	78	0	0	0
Medtr5g062240	2	10	56	20	6	6	7	10	6	20	14	22	16	267	71	286	313	1652	2130	1609	1627	67	0	372	909	55	989
Medtr5g062280	6	11	76	42	3	1	2	0	0	0	3	0	2	179	0	0	74	207	197	0	179	0	0	0	194	0	272
Medtr5g062290	10	38	47	96	15	4	8	3	6	7	7	7	5	99	593	66	192	114	266	134	150	106	211	93	138	0	358
Medtr5g062300	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g062310	16	76	98	169	23	36	26	19	25	32	17	46	8	490	143	474	909	631	466	1164	362	219	30	443	209	0	354
Medtr5g062320	4	83	92	203	19	7	6	7	10	3	9	4	11	93	309	417	303	0	38	132	104	42	275	199	60	35	108
Medtr5g062340	0	0	0	0	0	2	0	2	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Medtr5g062365	0	1	0	0	0	0	0	0	0	0	1	0	0	0	4	0	2	3	23	2	0	0	0	0	0	8	0
Medtr5g062370	2545	152	1057	1240	1991	3	1	1	2	5	0	4	2	32	99	247	132	1	34	38	58	34	199	49	55	9	11
Medtr5g062430	18	76	77	160	18	7	13	16	9	23	17	4	14	219	1363	168	741	87	308	585	443	37	192	602	49	35	242
Medtr5g062510	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g062610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g062630	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g062650	4	10	6	20	5	0	3	1	0	1	2	0	2	29	117	168	189	0	25	92	46	21	122	122	47	27	47
Medtr5g062660	2	3	30	18	1	7	1	5	4	2	2	7	9	103	2	437	510	169	379	266	75	371	0	75	0	0	153
Medtr5g062700	14	1	8	29	27	74	47	90	38	76	30	85	31	1443	2808	2134	1566	1137	884	2405	826	374	152	226	1859	32	179
Medtr5g062720	2	67	66	198	15	31	30	24	25	66	32	56	32	385	659	562	666	351	460	797	692	325	0	84	166	0	47
Medtr5g062725	0	0	0	0	0	9	16	19	11	7	8	14	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g062750	0	1	14	2	1	4	1	2	3	12	6	7	13	273	14	299	164	32	173	206	250	24	0	59	0	0	6
Medtr5g062770	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g062790	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g062800	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g062820	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g062830	3	1	14	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g062850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g062890	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Medtr5g062900	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Medtr5g062945	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g062960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g062970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g062975	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g062980	10	4	18	18	5	0	0	0	0	0	0	0	0	68	62	0	105	16	18	0	17	0	0	0	50	0	19
Medtr5g062990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g063020	1	1	1	0	0	0	1	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	14
Medtr5g063040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g063070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g063080	15	45	85	64	11	6	23	17	9	33	44	56	36	316	565	158	293	1114	1907	1764	1225	3	452	108	167	110	781
Medtr5g063100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g063145	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g063200	13	165	113	411	30	22	17	12	23	16	10	25	5	619	780	359	880	19	347	208	443	913	330	579	555	0	544
Medtr5g063210	2	11	41	12	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Medtr5g063300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g063310	0	1	8	2	0	1	1	0	0	8	3	9	11	27	185	0	83	52	103	0	2	10	197	1	0	0	29
Medtr5g063315	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g063340	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Medtr5g063380	72	0	15	5	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g063390	6	12	55	45	2	14	7	1	22	12	11	13	5	91	0	0	219	120	236	109	0	0	0	0	0	1	4
Medtr5g063400	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g063410	0	1	0	3	0	2	8	7	5	11	4	5	8	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Medtr5g063430	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Medtr5g063440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g063450	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g063460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g063480	7	0	7	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g063490	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g063520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g063560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Medtr5g063580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g063600	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g063620	1	8	2	23	0	0	1	2	0	0	3	0	3	177	264	21	284	105	440	733	168	0	0	68	0	0	265
Medtr5g063650	3	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g063660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr5g063670	44	248	389	559	53	10	11	3	2	4	12	2	11	1077	1524	1116	3415	545	1771	1277	1755	2034	1229	1287	547	65	949
Medtr5g063720	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
